Crash Id,Date,Location,City,Aboard,Fatalities,Summary,Year
935,12/18/1995,"Cahungula, Angola",Cahungula,144.0,141.0,"The plane, chartered by the UNITA rebel movement, stalled and crashed shortly after takeoff from Jamba. Overloaded by 40 passengers. One report stated baggage shifted to the rear of the plane.",1995
936,12/20/1995," Buga, Valle del Cauca, Colombia", Buga,164.0,160.0,"While on a flight from Miami, FL to Cali, Columbia the aircraft crashed into Mt. El Deluvio 38 miles north of Cali while attempting to land. On approach, the crew was requested to report over Tulua VOR which they already passed. This confused them and they decided to go direct to Rozo beacon. Entering the abbreviation ""R"", incorrectly steered the plane towards Bogota. More than a minute into the  turn the crew steered manually toward Cali, but this now took them into the path of a mountain. Crew error. Lack of situational awareness, failure to adequately plan and execute the approach, failure to realize that the FMS had turned the aircraft toward mountains. Crew also neglected to retract the speed brakes after the Ground Proximity Warning System alert.  Lack of adequate radar. Different  Flight Management System naming convention from that published in navigational charts.",1995
937,12/22/1995,"Bagasin, Papua New Guinea",Bagasin,12.0,2.0,"Diverted from Madang to Bagasin, overran the runway and crashed.",1995
938,01/08/1996," Bridgetown, Barbados", Bridgetown,10.0,1.0,After losing an engine the plane began to lose altitude and ditched in the Atlantic Ocean 30 km southwest of Bridgetown.,1996
939,01/08/1996,"Kinshasa, Zaire",Kinshasa,6.0,2.0,"The aircraft failed to gain altitude after taking off from N'Dolo Airport and ran off the runway and crashed into a market square. The plane was overloaded by 595 lbs. The aircraft certification was revoked and crew did not have authorization to fly. The number killed on the ground varies widely from different sources. The number of fatalities, 225, is derived from the publication Weekly Mail and Guardian in an article covering the court trial of the pilots, charging them with the deaths of 225 people. Some sources quote as many as 350 died.",1996
940,01/18/1996," Kano, Nigeria", Kano,14.0,14.0,Crashed 4.5 miles short of the runway while making an approach to Kano. Claimed to be shot down by the United Front for Nigeria's Liberation.,1996
941,01/22/1996," Point Pedro, Sri Lanka", Point Pedro,39.0,39.0,Shot down by Tamil rebels and crashed into the Indian Ocean.,1996
942,02/04/1996,"Asuncion, Paraguay",Asuncion,4.0,4.0,"The No. 1 engine failed or power was reduced after takeoff followed by loss of the second engine. With the gear down and flaps extended,  the crew lost control of the aircraft and crashed 1.2 miles past the runway into a soccer field killing 24 on the ground.",1996
943,02/05/1996,"St. Johns, Arizona",St. Johns,4.0,4.0,"The cargo plane was unable to gain altitude while attempting to takeoff, overran the runway and hit power lines and a conrete barrier. Inadequate pre-flight planning and preparation by the PIC, his failure to ensure the aircraft was properly loaded within limitations, his failure to use proper flaps for takeoff, his failure to use ADI (Antidetonation Injection) assisted takeoff, and his resultant failure to attain sufficient airspeed to climb after takeoff. Factors relating to the accident were: the high density altitude, and the PIC's lack of experience in the make and model of airplane.",1996
944,02/06/1996," Puerto Plata, Domincan Republic", Puerto Plata,189.0,189.0,"The plane crashed into the Atlantic Ocean, 21 km north of Puerto Plata, shortly after taking off. Incorrect airspeed indications resulting from a clogged pitot tube. The readings were greater than the actual airspeed resulting in the crew reducing  power and leading to a stall. Failure of the crew to recognize the activation of the control column shaker as a warning of an imminent stall. Failure of the crew to carry out the procedures to recover the aircraft from the stall and restore lift.",1996
945,02/11/1996," Kandahar, Afghanistan", Kandahar,20.0,20.0,The helicopter was shot down.,1996
946,02/12/1996,"Port-au-Prince, Hati",Port-au-Prince,15.0,11.0,"Shortly after lifting off of the ground, the aircraft rolled to the right and struck the ground ending up inverted in a ditch.",1996
947,02/26/1996," Jabal Awliya, Sudan", Jabal Awliya,91.0,91.0,Crashed SW of Khartoum while attempting an emergency landing after reporting an in-flight out of control fire.,1996
948,02/27/1996," Lukapa, Angola", Lukapa,8.0,8.0,The cargo plane crashed in rain and poor visibility while on approach.,1996
949,02/29/1996,"Arequipa, Peru",Arequipa,123.0,123.0,"The aircraft crashed into a hillside several miles from the airport while attempting to land. The pilot reported flying at 9,500 ft. when the aircraft was actually flying 8,640 ft. Controlled flight into terrain.",1996
950,03/09/1996," Mesones Muro, Peru", Mesones Muro,23.0,23.0,Crashed and exploded north of it's destination in heavy fog after flying into a mountain ridge.,1996
951,03/12/1996,"Karabogazgol Bay, Turkmenistan",Karabogazgol Bay,12.0,12.0,Crashed into the sea while approaching an oil rig to land in strong winds.,1996
952,04/03/1996," Dubrovnik, Croatia", Dubrovnik,35.0,35.0,"The aircraft strayed off course and hit St. John Hill at an altitude of 2,200 feet, 16km SE of Dubrovnik while attempting to land in poor weather conditions. U.S. Secretary of Commerce, Ron Brown, 55, killed. Crew error.  Failure of the crew to comply with directives that required a review of all instrument approach procedures, not approved by the Defense Dept. Preflight planning errors, combined with errors made during the flight by the crew. Rumors persist that the accident was a result of sabotage.",1996
953,04/05/1996," Petropavlovsk, Russia", Petropavlovsk,20.0,20.0,"The cargo plane, carrying 57 tones of detergent, crashed into a mountain at an altitude of 2,900 feet. The airplane descended through clouds to an altitude of 900m and flew into the side of a mountain, 300m below the summit.",1996
954,04/05/1996," Matsu Island, Taiwan", Matsu Island,17.0,6.0,After holding for 30 minutes the aircraft undershot the runway during a visual approach and crashed into the sea in heavy fog.,1996
955,04/11/1996,"Cheyenne, Wyoming",Cheyenne,3.0,3.0,"Seven- year-old trainee pilot, Jessica Dubroff, accompanied by her father (a passenger) and the pilot-in-command, were engaged in a trans-continental record attempt involving 6,660 miles of flying in 8 consecutive days. The plane departed towards a nearby thunderstorm in deteriorating weather. Witnesses describe the plane's climb rate and speed as slow and they observed the aircraft enter a roll consistent with a stall. The plane's gross weight was 84 pounds over the maximum limit. Pilot's improper decision to take off into deteriorating weather conditions when the airplane was overweight resulting in stall caused by failure to maintain airspeed.",1996
956,05/03/1996," Haj Yousif, Sudan", Haj Yousif,53.0,53.0,"After a number of failed landing attempts during a sandstorm, the aircraft made a forced landing in a local suburb crashing into a building.",1996
957,05/09/1996," Terrace, British Columbia, Canada", Terrace,2.0,2.0,On a positioning flight the aircraft flew into a mountain.,1996
958,05/10/1996,"Otaez, Mexico",Otaez,19.0,16.0,Crashed into high ground while attempting to land at a mine airstrip in turbulence and stong gusty winds.,1996
959,05/11/1996,"Everglades, Miami, Florida",Everglades,110.0,110.0,"The aircraft crashed 18 miles NW of Miami airport  in a remote part of the Everglades. Shortly after taking off, after the crew reported fire and smoke in the cabin and cockpit. The in-flight fire was caused by activation of one or more oxygen generators in the forward cargo hold. The generators were outdated, improperly labeled, lacked safety caps and were prohibited from being transported on a passenger flight. The loss of control resulted either from flight control failure or incapacitation of the crew due to extreme heat and smoke.  Candi Kubeck was the first American female commercial airline captain to be killed in a crash. San Diego Chargers running back Rodney Culver, 26, and his wife were among the passengers killed as was singer, songwriter Walter Hyatt, 46.",1996
960,05/11/1996,"Oumba, Papua New Guinea",Oumba,10.0,1.0,Crashed into a ridge line shrouded in clouds while en route.,1996
961,05/19/1996,"Griesta, United Kingdom",Griesta,3.0,3.0,Crashed during a second attempt at landing,1996
962,06/06/1996,"Kinshasa, Democratic Republic Congo",Kinshasa,10.0,10.0,Crashed during takeoff.,1996
963,06/09/1996,"Rasht, Iran",Rasht,7.0,7.0,The training flight crashed into a field during touch-and-go landings.,1996
964,06/12/1996," Rollingstone, Queensland  Australia", Rollingstone,28.0,18.0,The two helicopters collided in mid-air while flying in formation. The pilots may have possibly been  stressed fatigued and inadequately prepared and were flying too low to see the target.,1996
965,06/13/1996,"Fukuoka, Japan",Fukuoka,275.0,3.0,The aircraft overran the runway after an aborted takeoff. The fuel line in the No.3 engine was sheared and caught fire after the fanblade of the first stage HP turbine separated. During the slide the No. 1 engine and landing gear were lost ane the plane came to rest in a ditch. Three passengers were trapped in the wreckage and overcome by toxic fumes after a fire started. Pilot error. Improper procedures used by the captain after engine failure.,1996
966,06/21/1996,"Shanghai, China",Shanghai,12.0,2.0,The aircraft crashed into a mountain after deviating off course during a landing attempt.,1996
967,07/06/1996,"Pensacola, Florida",Pensacola,142.0,2.0,Fan disk separation in the left engine. Pieces of the engine penetrated the passenger cabin killing two passengers. The fan hub for the left engine was found to be fractured and went undetected at time of manufacture. The crack should have been detectable during inspection but was missed.,1996
968,07/09/1996,"Papua, New Guinea",Papua,20.0,20.0,"Just after beginning its final approach, the aircraft crashed into the side of a  mountain at about 9,200 feet in rain and poor visibility.",1996
969,07/11/1996," Kanda, India", Kanda,9.0,9.0,The aircraft flew into a Bandi Hill while descending inbound to Kulu in heavy fog.,1996
970,07/15/1996," Eindhoven, The Nerlands", Eindhoven,41.0,34.0,"Crashed and burned while attempting to land at Eindhoven Air Base. The aircraft collided with a large flock of lapwings and starlings, causing failure of the No. 1, 2, and 3 engines after which the port wing hit the ground and the plane exploded in flames. Aboard were members of a  Dutch Army Band returning from Italy.",1996
971,07/17/1996," Playa del Carmen, Mexico", Playa del Carmen,18.0,1.0,Crashed 150 ft. short of the runway.,1996
972,07/17/1996," East Moriches, New York", East Moriches,230.0,230.0,"While on a flight from New York to Paris, France, the aircraft exploded at  FL 130, broke up and crashed into the Atlantic Ocean off Long Island, N.Y. The NTSB determined that the probable cause of the accident was an explosion of the center wing fuel tank resulting from ignition of the flammable fuel/air mixture in the tank. The source of ignition energy for the explosion could not be determined with certainty but, of the sources evaluated by the investigation, the most likely was a short circuit outside of the center wing tank that allowed excessive voltage to enter it through electrical wiring associated with the fuel quantity indication system.  To say that numerous government agencies acted strangely and suspiciously would be an understatement.  A great deal of evidence was either suppressed or ignored. Rumors persist that the plane was brought down by a missile, either by the Navy conducting exercises in the area or by terrorists.",1996
973,07/20/1996,"Russian Mission, Alaska",Russian Mission,4.0,4.0,"Soon after takeoff, the No. 3 engine caught fire in the cargo plane. The pilot tried to return to the airport for an emergency landing but the right wing seperated and the plane crashed. Fatigue failure of the master connecting rod, which originated from corrosion pitting, subsequently compromised the engine crankcase, and resulted in a fire; and failure of the flight crew to follow emergency procedures by pulling the fire handle before feathering the propeller, which diminished the effectiveness of the fire suppression system.",1996
974,07/24/1996," Mergui, Manmar", Mergui,49.0,8.0,"A straight-in visual approach to Mergui was being attempted when the aircraft entered a squall line of heavy rain. The aircraft then started to lose height quickly, undershot the runway by 800ft. And crashed into a ravine.",1996
975,08/12/1996,"Markham Bay, Canada",Markham Bay,2.0,2.0,"After touching down, the cargo plane bounced twice and continued to the end of the runway, became airborne but crashed terrain. For unknown reasons, a decision was made to overshoot even though insufficient runway remained for acceleration, take-off, and climb. Likely contributing directly to the decision to overshoot was the difficulty in controlling the aircraft on touchdown.",1996
976,08/14/1996," Bronson Creek, British Columbia, Canada", Bronson Creek,3.0,1.0,"After taking off the  No. 2 engine of the cargo plane caught on fire. The pilot tried to land the plane in a river bed. The number 2 engine separated from the aircraft as a result of an intense fire in the wing. The loss of the engine rendered the aircraft uncontrollable, and the pilots were forced to land in the river.",1996
977,08/17/1996," Jackson Hole, Wyoming", Jackson Hole,9.0,9.0,The plane struck a mountain. Failure of the crew to monitor the aircraft's position and flight path relative to high terrain surrounding Jackson Hole Airport.,1996
978,08/18/1996,"  Alliford Bay, British Columbia, Canada2",  Alliford Bay,3.0,3.0,"While en route, flew into the side of a mountain. The pilot probably made a navigational error because of restricted visibility in fog and light drizzle and entered the wrong valley, and he delayed his decision to reverse course until he was unable to avoid the weather.",1996
979,08/19/1996,"Belgrade, Yugosalvia",Belgrade,12.0,12.0,"After taking off from Belgrade, the plane experienced electrical problems and returned to the airport. After dumping fuel and circling for 3 hours, the plane crashed into a corn field 800m short of the runway.",1996
980,08/29/1996," Longyearbyen, Norway", Longyearbyen,141.0,141.0,"The aircraft crashed 7 nm short of the runway into Operafjellet Mountain at an altitude of 2,900 ft. while attempting to land in poor weather. The crew did not use the usual approach which includes a turn over the ocean, but rather took a route that led through a narrow valley. Inadequate planning, unsatisfactory crew resource management and monitoring, not discontinuing the approach when procedural uncertainties existed and limited knowledge of the operating language and the actual airspace. The passengers were mainly Russian coal miners headed for a Russian mine on one of the Norwegian islands.",1996
981,09/25/1996,"Waddenzee, Nerlands",Waddenzee,32.0,32.0,"Shortly after takeoff from Texel, a connecting rod bearing in the No.1 engine failed. The prop was feathered.  Soon after, a part of the feathering mechanism failed and the prop started windmilling causing drag. The aircraft rapidly descended and crashed onto a mud-flat. The accident was initiated by a combined failure of the left engine and the left feathering system. The accident became inevitable when the flight crew allowed the speed to decrease below stall speed and lost control of the aircraft at an altitude from which recovery was not possible.",1996
982,10/02/1996," Pasamayo, Peru", Pasamayo,70.0,70.0,"The aircraft crashed into the ocean 28 minutes after taking off from Lima, Peru. Pieces of adhesive tape were found covering the static ports, placed there by personnel during aircraft maintenance and cleaning, causing the malfunction of the airspeed indicators and altimeters. The crew was not able to correctly determine their altitude and airspeed and with no ground reference over water and at night, crashed into the sea. An employee did not remove the adhesive tape from the static ports, nor was it detected by any number of people, including the captain, during the preflight inspection. A maintenance worker was tried and convicted of negligent homicide for failing to remove the adhesive tape and received 2 years in jail.",1996
983,10/03/1996,"Kahemba, Congo",Kahemba,21.0,6.0,Crashed on take off.,1996
984,10/06/1996,"Lukapa, Angola",Lukapa,19.0,6.0,While attempting to land the landing lights malfunctioned causing the cargo plane to veer off the runway and crash into a house.,1996
985,10/08/1996,"San Francesco al Campo, Italy",San Francesco al Campo,23.0,2.0,"The cargo plane struck trees and a house while making a second attempt to land. Poor communication and lack of training for the crew. Poor planning approach, the decision to leave late in the second round.  Structural deficiencies in engine control.",1996
986,10/22/1996,"Manta, Ecuador",Manta,4.0,4.0,"The cargo plane, carrying flowers and frozen fish crashed into the Dolorosa district, bursting into flames shortly after taking off. One engine caught fire during the climb-out.",1996
987,10/26/1996,"Khanty, Russia",Khanty,34.0,5.0,"In a heavy snowstorm, the aircraft landed short and right of the runway striking three Mil Mi-8 helicopters and bursting into flames.",1996
988,10/31/1996,"Sao Paolo, Brazil",Sao Paolo,95.0,95.0,The aircraft crashed shortly after takeoff into a residential area striking a building. Uncommanded deployment of the thrust reverser on the right engine caused the plane to roll right and lose control.,1996
989,11/01/1996," Tikal, Guatemala", Tikal,16.0,16.0,"The plane crashed into a mountain 1 hour after take off, at an altitude of 900 ft., in strong winds, while on approach to Santa Elena.",1996
990,11/07/1996,"Lagos, Nigeria",Lagos,143.0,143.0,The plane crashed mid-way along its scheduled 50 minute route. The aircraft went into a roll and lost control after taking evasive action to avoid another aircraft. The plane was flying almost at the speed of sound when it crashed and disintegrated. ATC error. The controller thought he had cleared to aircraft to FL100 but the aircraft was still flying at FL240.,1996
991,11/07/1996,"Aubusson, France",Aubusson,8.0,8.0,"The pilot reported that an engine failed just as he started to descend for a landing. He later informed ATC he could not feather the propeller. The  aircraft subsequently crashed and burned in a field.  The accident was due to inappropriate management of the flight following jamming of the propeller in an intermediate position after the right engine crankshaft ruptured. The inappropriate management was due to the pilot’s relative lack of experience on this aircraft type, his false notions about the aircraft’s performance and about the existence of a flight level to maintain level flight with an unfeathered propeller and an heavy aircraft and a series of misjudged strategies to attempt to continue the flight then to land at Limoges when the aircraft’s altitude no longer made this possible.",1996
992,11/12/1996," Charkhi Dadri, India", Charkhi Dadri,349.0,349.0,"Midair collision 17 km W of New Delhi.  The Saudi 747 had just taken off from New Delhi airport ascending to 14,000 feet while the Il-76 was descending. Three hundred twelve aboard the B-747 and thirty-seven aboard the Il-76 were killed. The Il-76 descended below its assigned altitude. The death toll was reduced from 351 to 349 after Kazakstan Airlines reported 37 aboard rather than 39. Neither aircraft was equipped with an Airborne Collision Avoidance System. The 747 had taken off from Delhi and had been cleared to climb to FL140.  Meanwhile, the IL76, which was inbound to Delhi on the same airway, had been cleared to descend to FL150. However, due to a misunderstanding, the pilot and most of the cockpit crew of the IL76 believed the flight had been cleared to continue down to FL140. The Indian accident report attributed the failure of most of the IL76 crew to correctly understand the situation due to their lack of a working knowledge of English. Also contributing to the crew's decision to continue the descent below their clearance limit were poor cockpit resource management, a lack of leadership by the captain, a lack of co-ordination between the crew and a general casual attitude to the conduct of the flight.",1996
993,11/14/1996,"Bolchaïa Pyssa, Russia",Bolchaïa Pyssa,15.0,14.0,Lost altitude and crashed while en route in poor weather. Stall of the left wing due to icing.,1996
994,11/19/1996,"Quincy, Illinois",Quincy,14.0,14.0,"While landing on Runway 13 at Baldwin Field, the United Express collided with the King Air which was taking off on Runway 4. The collision took place where the two runways intersect. Both planes caught fire and rescuers were unable to open the door to the Beech 1900-C because of impact damage. All twelve aboard the United Express and the two pilots aboard the King Air were killed. King Air pilots' failure to use proper communications and ""see-and-avoid"" procedures at an uncontrolled airport. Involvement of a third aircraft that transmitted unnecessary and inappropriate messages.",1996
995,11/22/1996," Cape Mendocino, CA", Cape Mendocino,11.0,10.0,"Crashed 60 miles west of Cape Mendocino in the Pacific Ocean. The crew reported losing an engine, followed by complete electrical failure.",1996
996,11/23/1996," Mitsamiouli, Comoros", Mitsamiouli,175.0,127.0,"The aircraft was hijacked shortly after taking off from Ethiopia by three drunken escaped prisoners. They demanded to be flown to Australia, but wouldn't let the pilot stop to refuel. The plane eventually ran out of fuel and ditched 500 feet offshore of Le Galawa Beach on the island of Grand Comoros. When it was aparent the plane was out of fuel, the hijackers fought the pilot for control of the aircraft. In the last seconds aloft, the left wing tip struck the water and the plane crashed into the sea flipping at least once before breaking into several  parts. The water was shallow but many passengers had inflated their safety vests which prevented them from swimming out from under the cabin and they drowned.",1996
997,11/27/1996,"Abakan, Siberia, Russia",Abakan,23.0,23.0,The aircraft crashed shortly after takeoff. Overloaded.,1996
998,11/30/1996,"Medellin, Colombia",Medellin,15.0,14.0,The aircraft crashed into a mountain 5 minutes after takeoff. The plane stalled while trying to clear a mountain.  Overloaded.,1996
999,12/07/1996,"Banjarmasin, Indonesia",Banjarmasin,17.0,16.0,"After experiencing a No.2 engine fire and while attempting to return to the airport, the aircraft's wing struck a building short of the runway.",1996
1000,12/09/1996,"Boise, Idaho",Boise,2.0,2.0,"Shortly after takeoff  the crew reported they had the right engine on fire. They attempted to return for an emergency landing but the cargo plane crashed right wing low, cartwheeled and burst into flames short of the runway. A fire within the right engine compartment of undetermined cause and the pilot-in-command's failure to maintain airspeed above the aircraft's minimum control speed. A factor contributing to the accident was the dark night environmental conditions",1996
1001,12/17/1996,"Tver, Russia",Tver,18.0,18.0,Crashed 8km from the airfield after taking off in strong winds and heavy snow.,1996
1002,12/21/1996,"Rio Negro, Colombia",Rio Negro,4.0,4.0,The cargo plane crashed short of the runway while attempting to land.,1996
1003,12/22/1996,"Narrows, Virginia",Narrows,6.0,6.0,"The cargo plane struck mountainous terrain after experiencing a stall during tests. The inappropriate control inputs applied by the flying pilot during a stall recovery attempt, the failure of the non-flying pilot-in-command to recognize, address and correct these inappropriate control inputs, and the failure of Airborne Express to establish a formal, functional evaluation flight program that included adequate program guidelines, requirements and pilot training for performance of these flights. Contributing to the cause of the accident were the inoperative stick shaker stall warning system and Airborne Express DC-8 flight training simulator's inadequate fidelity in reproducing the airplane's stall characteristics.",1996
1004,12/24/1996,"Dorchester, New Hampshire",Dorchester,2.0,2.0,"The cargo plane was on a positioning flight when it struck rising terrain while making an approach to land. The captain's failure to maintain situational awareness, which resulted in the airplane being outside the confines of the instrument approach; and the crew's misinterpretation of a step-down fix passage, which resulted in an early descent into rising terrain. Factors included the captain's misreading of the instrument approach procedure, the crew's rushed and incomplete instrument approach briefing, their failure to use additional, available navigational aids, and their failure to account for the winds at altitude.",1996
1005,12/24/1996," Nellore, India", Nellore,22.0,22.0,Crashed while en route after the pilot reported an engine fire. Undetected cracks in the engine not detected during routine maintenance.,1996
1006,01/07/1997," Moamoa, Samoa", Moamoa,5.0,3.0,Crashed onto a mountin in high winds and rain after being diverted from another airport.,1997
1007,01/09/1997," Monroe, Michigan", Monroe,29.0,29.0,"While on approach and attempting to land on runway 3R at Detroit Metropolitan Wayne County Airport, in a snowstorm, the aircraft went into a steep dive and crashed into a field. The accident was caused by the FAA's failure to establish adequate aircraft certification standards for flight in icing conditions.  Contributing to the accident were the flightcrew's decision to operate in icing conditions near the lower margin of the operating airspeed envelope (with flaps retracted), and Comair's failure to establish and adequately disseminate unambiguous minimum airspeed values for flap configurations and for flight in icing conditions. In addition, Embraer's manual for the aircraft specified correctly that the deicing boots should be activated as soon as icing occured.  But the pilots were trained by Comair's manual, which specified waiting until ice was about 1/2 inch thick.",1997
1008,01/29/1997,"Sparrevohn, Alaska",Sparrevohn,2.0,1.0,"While en rote the plane experienced engine trouble. The crew decided to divert to Sparrevohn. While attempting to land the plane encountered strong turbulence from surrounding mountains. Although full power was applied to the good engine the plane crashed into terrain. Loss of the right engine propeller control oil, which led to an overspeed of the right engine and propeller, and necessitated a shut-down of the right engine; and failure of the pilot to maintain adequate altitude/distance from terrain during visual approach for a precautionary landing at an alternate airport. Factors relating to the accident were: fluctuation of the left engine power, premature lowering of the airplane flaps, and an encounter with adverse weather conditions (including high winds, severe turbulence, and white-out conditions) during the approach.",1997
1009,01/31/1997,"Yola, Nigeria",Yola,16.0,5.0,After being in a holding pattern for over an hour the plane hit trees and a  power line and crashed 700m short of the runway. Failure to maintain the aircraft above the Minimum Descent Altitude while the aircraft was not positioned in the final landing phase.,1997
1010,02/01/1997,"Tambacoumba, Senegal",Tambacoumba,52.0,25.0,The aircraft crashed shortly after taking off fromTambacoumba after losing power in the left engine. Fuel contamination.,1997
1011,02/02/1997," Quiangala, Angola", Quiangala,37.0,37.0,The plane took off from Luanda bound for Cafunfo in northeastern Angola when it disappeared en route.  Witnesses later stated the plane appeared to be in trouble and flying at a low altitude before it crashed.,1997
1012,02/04/1997,Norrn Israel,Norrn Israel,73.0,73.0,The two military helicopters crashed into each other while taking off in darkness killing all aboard.,1997
1013,02/14/1997,"Carajas, Brazil",Carajas,52.0,1.0,The aircraft touched down hard. The right main landing gear collapsed causing the plane to veer to the right and end up in a wooded area. The first officer was killed.,1997
1014,02/19/1997,"Guatemala City, Guatemala",Guatemala City,5.0,5.0,Flew into a mountain while on approach.,1997
1015,03/12/1997,"Lucapa, Angola",Lucapa,16.0,16.0,Crashed short of the runway in dense fog while attempting to land a second time at Lucapa.,1997
1016,03/13/1997," Mashhad, Iran", Mashhad,88.0,88.0,The plane was carrying military personnel and their families and crashed 24 miles NE of Mashhad in the Binalud Heights. The pilot reported engine failure prior the crash.,1997
1017,03/18/1997,"Cherkessk, Russia",Cherkessk,50.0,50.0,"The aircraft lost altitude from FL 197 and crashed into a forest while en route from Stavropol, Russia to Trabzon, Turkey. Reports indicated that an in-flight  fire and an explosion led to the separation of the tail section prior to the crash. Superficial mechanical inspection of the aircraft which was carried out without the use of monitoring instruments and subsequent unjustified decision to extend the time between overhauls.  Inadequate monitoring to determine the state of structural elements and detect the presence of corrosion in hard-to-reach areas under the floor of the fuselage. Failure to carry out prescribed anti-corrosion measures on the aircraft structure during overhaul.",1997
1018,04/01/1997,"Tegucigalpa, Honduras",Tegucigalpa,10.0,3.0,"While landing the aircraft overran the runway, hit a concrete drainage ditch, when through a fence and came to rest on a highway where it caught fire.",1997
1019,04/04/1997,"Griffin, Georgia",Griffin,2.0,2.0,"On a positioning flight, while taking off the plane suffered engine failure, overran the runway and crashed into a vacant building.",1997
1020,04/10/1997," Wainwright, Alaska", Wainwright,5.0,5.0,After making two approaches the pilot decided to head back to the departure airport. He flew north at an altitude beneath minimum radar coverage. The plane impacted the frozen Arctic Ocean in a right bank and at a 60 degree nose-down attitude. The pilot's intentional VFR flight into instrument meteorological conditions and his failure to maintain altitude and clearance from terrain. A contributing factor was the weather conditions.,1997
1021,04/14/1997,"Brazzaville, Democratic Republic Congo",Brazzaville,7.0,3.0,The cargo plane became airborne but soon lost altitude and crashed to the ground and burst into flames.,1997
1022,04/15/1997,"Gyandzha, Azerbaijan",Gyandzha,6.0,6.0,"A stray bullet from training soldiers struck the landing plane, hitting an oxygen cylinder. A fire broke out and control of the plane was lost and it crashed.",1997
1023,04/16/1997," Sorei, Niger", Sorei,14.0,14.0,Crashed after an engine fire.,1997
1024,04/19/1997,"Tanjung Pandan, Indonesia",Tanjung Pandan,53.0,15.0,"During the final stage of a visual approach, one of the aircraft's engines failed. The crew failed to correctly identify the problem and because of the flight regime, the propeller did not autofeather. The approach was continued, however, as the aircraft descended through about 2,000ft., power was applied at the start of a go-around. Control was lost and the aircraft crashed.",1997
1025,04/23/1997," Konduz, Afghanistan", Konduz,36.0,36.0,The transport crashed into a mountain.,1997
1026,05/08/1997,"Huangtian, China",Huangtian,74.0,35.0,"The aircraft touched down hard, causing the nosegear to collapse. The pilot chose to to go-around. The aircraft climbed away but shortly after, the pilot declared an emergency and attempted to land on the runway in the opposite direction. The aircraft crashed on the runway, broke up and caught fire.The accident happened in poor weather with heavy rain associated with local thunderstorm activity.",1997
1027,06/06/1997," Irumu, Congo", Irumu,27.0,27.0,Crashed shortly after taking off. Fire in the cabin.,1997
1028,06/10/1997,"Mandalgobi, Mongolia",Mandalgobi,12.0,7.0,The aircraft crashed while attemping to land. Windshear. Lack of windshear equipment at the airport.,1997
1029,07/03/1997,"Madh Island, India",Madh Island,2.0,2.0,Shortly after taking off the cargo plane crashed into the ocean. The pilot lost control when he encountered severe weather conditions soon after taking off.,1997
1030,07/06/1997," Saravena, Colombia", Saravena,29.0,25.0,Shot down by rebels.,1997
1031,07/09/1997,"Suzano, Brazil",Suzano,60.0,1.0,An explosion caused explosive decompression and a six-foot hole in the side of the fuselage. One passenger was sucked out and killed.  A small bomb containing only 7 ounces of explosives was placed under a passenger seat.  It is reported that the police believed the bomb was planted as part of a failed suicide attempt by one of the passengers.,1997
1032,07/11/1997," Santiago de Cuba, Cuba", Santiago de Cuba,44.0,44.0,The plane crashed into the ocean 4 miles off the coast shortly after takeoff. Possible failure of the left engine during takeoff.,1997
1033,07/17/1997,"Bandung, Indonesia",Bandung,50.0,30.0,"The aircraft developed engine trouble (left engine caught on fire) shortly after taking off.  While attempting to make an emergency landing at Sulaiman AFB, the plane clipped roof tops of a housing project and crashed into a nearby field.",1997
1034,07/18/1997,"Goroka,  New Guinea",Goroka,4.0,2.0,Crashed into Mt. Yasirua in poor weather. Navigational error. No published instrument flying procedures. No GPS used for primary navigation.,1997
1035,07/29/1997,"Calabar , Nigeria",Calabar ,55.0,1.0,Overshot the runway in heavy rain and came to rest in brush.,1997
1036,07/30/1997,"Florence, Italy",Florence,17.0,1.0,"The aircraft touched down at excessive speed, far down the runway threshold, bounced twice and overran the runway.",1997
1037,08/06/1997,"Agana, Guam",Agana,254.0,228.0,"The aircraft crashed into Nimitz Hill, 3 miles short of Runway 06R, while making a non-precision approach in heavy rain to A.B. Won Guam International Airport. The runway glide slope system was inoperative. In addition, the Minimum Safe Altitude Warning system (MSAW) was also not working due to a software problem. The captain’s failure to adequately brief and execute the non-precision approach and the first officer's and flight engineer's failure to effectively monitor and cross-check the captain’s execution of the approach. Contributing to these failures were the captain's fatigue and Korean Air's  inadequate flight crew training. Contributing to the accident was the Federal Aviation Administration's (FAA) intentional inhibition of the MSAW at Guam and the agency's failure to adequately manage the system.",1997
1038,08/07/1997,"Miami, Florida",Miami,4.0,4.0,"Immediately after taking off the plane went into a nose-high attitude, stalled and crashed to the ground. The probable cause of the accident, which resulted from the airplane being misloaded to produce a more aft center of gravity and a correspondingly incorrect stabilizer trim setting that precipitated an extreme pitch-up at rotation, was (1) the failure of Fine Air to exercise operational control over the cargo loading process and  (2) the failure of Aeromar to load the airplane as specified by Fine Air. Contributing to the accident was the failure of the FAA to adequately monitor Fine Airs operational control responsibilities for cargo loading and the failure of the FAA to ensure that known cargo-related deficiencies were corrected at Fine Air.",1997
1039,08/10/1997,"Matsu Island, Taiwan",Matsu Island,16.0,16.0,The aircraft flew into a mountain and exploded in flames after a missed approach and while executing a go-around in rain and high winds. The pilot turned right instead of left when initiating the go-around.,1997
